region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Palmeira dos Índios,2020-10-30,,estimate,-0.007,-0.004,0.021,-0.032,-0.016,-0.011,-0.003,0.005,0.034
Palmeira dos Índios,2020-11-01,,estimate,-0.007,-0.004,0.022,-0.034,-0.016,-0.011,-0.003,0.006,0.037
Coruripe,2020-10-07,,estimate,-0.007,-0.003,0.019,-0.026,-0.014,-0.01,-0.004,0.004,0.032
Palmeira dos Índios,2020-11-02,,estimate,-0.007,-0.003,0.023,-0.034,-0.016,-0.011,-0.002,0.007,0.039
Palmeira dos Índios,2020-11-03,,estimate,-0.007,-0.003,0.024,-0.036,-0.017,-0.011,-0.002,0.007,0.04
Palmeira dos Índios,2020-11-04,,estimate,-0.007,-0.003,0.025,-0.038,-0.017,-0.011,-0.002,0.008,0.043
Palmeira dos Índios,2020-11-05,,estimate,-0.007,-0.003,0.027,-0.039,-0.017,-0.011,-0.002,0.009,0.045
Palmeira dos Índios,2020-11-06,,estimate,-0.007,-0.003,0.029,-0.041,-0.017,-0.011,-0.002,0.009,0.049
Palmeira dos Índios,2020-11-07,,estimate,-0.007,-0.003,0.031,-0.043,-0.018,-0.011,-0.002,0.009,0.053
Palmeira dos Índios,2020-11-08,,estimate,-0.007,-0.002,0.033,-0.046,-0.019,-0.011,-0.002,0.01,0.056
Joaquim Gomes,2020-10-24,,estimate,-0.007,0,0.033,-0.038,-0.019,-0.012,-0.002,0.012,0.066
Joaquim Gomes,2020-10-23,,estimate,-0.007,0.001,0.034,-0.037,-0.019,-0.012,-0.002,0.013,0.067
Joaquim Gomes,2020-10-22,,estimate,-0.007,0.001,0.034,-0.037,-0.018,-0.012,-0.002,0.013,0.067
Matriz de Camaragibe,2020-10-29,,estimate,-0.006,-0.003,0.037,-0.058,-0.026,-0.014,0.003,0.014,0.06
Coruripe,2020-10-08,,estimate,-0.006,-0.002,0.02,-0.026,-0.013,-0.009,-0.003,0.005,0.034
Coruripe,2020-10-09,,estimate,-0.006,-0.002,0.02,-0.025,-0.013,-0.009,-0.002,0.006,0.036
Lagoa da Canoa,2020-10-25,,estimate,-0.006,-0.002,0.064,-0.101,-0.043,-0.02,0.01,0.039,0.104
Matriz de Camaragibe,2020-10-01,,estimate,-0.005,-0.009,0.029,-0.058,-0.024,-0.011,0,0.007,0.032
Marechal Deodoro,2020-10-12,,estimate,-0.005,-0.006,0.026,-0.047,-0.021,-0.01,-0.001,0.006,0.037
Delmiro Gouveia,2020-10-17,,estimate,-0.005,-0.006,0.027,-0.051,-0.019,-0.01,0,0.009,0.036
Coruripe,2020-10-10,,estimate,-0.005,-0.001,0.02,-0.026,-0.013,-0.008,-0.002,0.006,0.037
Coruripe,2020-10-11,,estimate,-0.005,-0.001,0.02,-0.025,-0.012,-0.008,-0.001,0.007,0.038
Coruripe,2020-10-17,,estimate,-0.004,-0.001,0.019,-0.026,-0.012,-0.007,0,0.008,0.033
Coruripe,2020-10-15,,estimate,-0.004,-0.001,0.02,-0.027,-0.012,-0.007,0,0.008,0.036
Coruripe,2020-10-13,,estimate,-0.004,-0.001,0.02,-0.026,-0.012,-0.008,-0.001,0.007,0.039
Coruripe,2020-10-14,,estimate,-0.004,-0.001,0.02,-0.026,-0.012,-0.007,0,0.007,0.038
Coruripe,2020-10-16,,estimate,-0.004,-0.001,0.02,-0.026,-0.012,-0.007,0,0.008,0.035
Coruripe,2020-10-12,,estimate,-0.004,-0.001,0.02,-0.025,-0.012,-0.008,-0.001,0.007,0.038
Pilar,2020-10-22,,estimate,-0.004,0,0.03,-0.041,-0.02,-0.01,0.003,0.014,0.052
Matriz de Camaragibe,2020-09-30,,estimate,-0.003,-0.006,0.028,-0.054,-0.02,-0.008,0.002,0.009,0.034
Marechal Deodoro,2020-10-13,,estimate,-0.003,-0.002,0.026,-0.042,-0.018,-0.008,0.001,0.009,0.045
Coruripe,2020-10-22,,estimate,-0.003,-0.001,0.018,-0.028,-0.012,-0.007,0.001,0.008,0.03
Coruripe,2020-10-21,,estimate,-0.003,-0.001,0.018,-0.028,-0.012,-0.006,0.001,0.008,0.029
Coruripe,2020-10-23,,estimate,-0.003,-0.001,0.018,-0.027,-0.012,-0.007,0.001,0.008,0.03
Coruripe,2020-10-24,,estimate,-0.003,-0.001,0.018,-0.027,-0.012,-0.007,0.001,0.009,0.031
Coruripe,2020-10-20,,estimate,-0.003,-0.001,0.018,-0.027,-0.012,-0.006,0.001,0.008,0.029
Coruripe,2020-10-25,,estimate,-0.003,-0.001,0.018,-0.026,-0.012,-0.007,0.001,0.009,0.031
Coruripe,2020-10-19,,estimate,-0.003,-0.001,0.019,-0.028,-0.012,-0.007,0.001,0.008,0.03
Coruripe,2020-10-26,,estimate,-0.003,-0.001,0.019,-0.027,-0.012,-0.007,0.002,0.009,0.032
Coruripe,2020-10-18,,estimate,-0.003,-0.001,0.019,-0.026,-0.012,-0.006,0,0.008,0.033
Matriz de Camaragibe,2020-10-30,,estimate,-0.003,-0.001,0.039,-0.058,-0.025,-0.012,0.004,0.018,0.067
Arapiraca,2020-10-08,,estimate,-0.003,0,0.024,-0.034,-0.015,-0.008,0.001,0.011,0.044
Coruripe,2020-11-17,,estimate based on partial data,-0.003,0.006,0.064,-0.081,-0.019,-0.009,0.007,0.027,0.104
Coruripe,2020-11-18,,estimate based on partial data,-0.003,0.007,0.068,-0.084,-0.02,-0.009,0.006,0.028,0.109
Coruripe,2020-11-19,,forecast,-0.003,0.007,0.068,-0.084,-0.02,-0.009,0.006,0.028,0.109
